SK_ID_CURR,neighbors_target_mean_500
267231,0.026
267235,0.054
267264,0.024
267280,0.074
267329,0.016
267368,0.04
267373,0.05
267390,0.02
267442,0.026
267464,0.028
267470,0.07
267489,0.04
267505,0.154
267512,0.038
267542,0.052
267558,0.062
267629,0.014
267643,0.016
267651,0.028
267668,0.084
267762,0.026
267807,0.112
267823,0.068
267844,0.048
267855,0.054
267885,0.254
267901,0.078
267935,0.022
267947,0.058
268009,0.026
268016,0.026
268044,0.024
268050,0.106
268112,0.036
268124,0.026
268128,0.048
268147,0.06
268152,0.198
268160,0.06
268175,0.04
268248,0.038
268251,0.308
268255,0.058
268262,0.018
268276,0.038
268303,0.086
268333,0.026
268388,0.116
268399,0.032
268415,0.066
268424,0.042
268438,0.142
268520,0.032
268558,0.058
268572,0.104
266240,0.062
266247,0.038
266255,0.104
266268,0.016
266276,0.158
266279,0.35
266282,0.298
266289,0.05
266303,0.124
266304,0.042
266308,0.21
266339,0.188
266347,0.112
266348,0.04
266355,0.126
266370,0.066
266374,0.106
266386,0.102
266391,0.052
266397,0.038
266400,0.048
266402,0.22
266417,0.102
266430,0.03
266433,0.008
266463,0.328
266482,0.17
266484,0.104
266504,0.024
266507,0.038
266509,0.154
266510,0.136
266514,0.212
266520,0.098
266523,0.152
266525,0.026
266527,0.108
266528,0.27
266533,0.052
266550,0.218
266551,0.006
266552,0.126
266553,0.042
266565,0.084
266577,0.056
266579,0.132
266580,0.01
266597,0.078
266602,0.158
266613,0.048
266664,0.178
266665,0.082
266670,0.142
266678,0.068
266682,0.098
266692,0.05
266698,0.07
266709,0.13
266722,0.078
266724,0.022
266732,0.04
266735,0.028
266744,0.148
266762,0.07
266770,0.066
266771,0.036
266774,0.016
266787,0.042
266790,0.202
266791,0.068
266792,0.068
266798,0.028
266800,0.136
266803,0.04
266815,0.018
266817,0.028
266821,0.112
266832,0.152
266844,0.228
266845,0.032
266857,0.012
266858,0.058
266862,0.026
266877,0.146
266882,0.048
266884,0.144
266886,0.086
266889,0.25
266892,0.064
266894,0.16
266900,0.128
266911,0.1
266913,0.024
266916,0.246
266925,0.07
266929,0.062
266931,0.198
266934,0.078
266939,0.168
266955,0.108
266960,0.068
266968,0.056
266974,0.024
266975,0.064
266985,0.068
266997,0.108
267005,0.198
267010,0.014
267013,0.066
267030,0.214
267034,0.082
267043,0.062
267055,0.084
267056,0.084
267059,0.06
267064,0.078
267075,0.082
267086,0.232
267098,0.048
267101,0.076
267103,0.08
267105,0.018
267118,0.062
267119,0.274
267124,0.022
267126,0.048
267130,0.342
267134,0.048
267135,0.114
267137,0.034
267142,0.034
267148,0.034
267160,0.186
267173,0.076
267177,0.264
267186,0.12
267191,0.068
267197,0.106
267198,0.036
267200,0.176
267207,0.058
267212,0.022
267221,0.106
267224,0.018
267233,0.182
267238,0.026
267239,0.342
267253,0.044
267255,0.074
267258,0.054
267266,0.23
267271,0.012
267273,0.076
267281,0.238
267288,0.04
267335,0.064
267348,0.124
267353,0.084
267359,0.048
267364,0.032
267372,0.148
267384,0.086
267389,0.056
267422,0.096
267441,0.03
267444,0.02
267463,0.016
267472,0.076
267481,0.168
267491,0.036
267495,0.038
267500,0.066
267503,0.016
267508,0.09
267513,0.28
267515,0.07
267521,0.096
267533,0.062
267538,0.076
267539,0.122
267544,0.076
267549,0.088
267553,0.038
267563,0.076
267564,0.036
267568,0.132
267570,0.112
267572,0.022
267584,0.066
267601,0.106
267607,0.104
267611,0.058
267612,0.058
267623,0.296
267646,0.034
267675,0.038
267680,0.188
267684,0.04
267697,0.158
267725,0.09
267731,0.268
267734,0.068
267740,0.052
267753,0.234
267761,0.092
267775,0.304
267780,0.058
267801,0.09
267813,0.042
267824,0.03
267826,0.056
267830,0.076
267834,0.288
267835,0.174
267837,0.048
267842,0.034
267851,0.024
267853,0.106
267875,0.096
267878,0.122
267883,0.174
267897,0.25
267902,0.078
267905,0.064
267911,0.028
267919,0.074
267922,0.084
267924,0.074
267939,0.052
267951,0.052
267959,0.106
267971,0.034
267983,0.054
267988,0.308
267994,0.116
268001,0.04
268007,0.056
268010,0.038
268049,0.18
268052,0.252
268056,0.064
268092,0.058
268107,0.066
268145,0.034
268150,0.024
268157,0.202
268161,0.05
268162,0.038
268165,0.07
268169,0.032
268187,0.078
268202,0.022
268221,0.182
268228,0.076
268232,0.014
268235,0.11
268239,0.02
268241,0.26
268243,0.024
268252,0.026
268279,0.06
268293,0.292
268294,0.014
268297,0.034
268312,0.078
268320,0.084
268332,0.088
268339,0.02
268351,0.2
268353,0.186
268378,0.068
268382,0.296
268390,0.064
268406,0.194
268409,0.03
268442,0.274
268447,0.042
268456,0.104
268458,0.084
268472,0.06
268478,0.054
268482,0.07
268484,0.04
268487,0.236
268491,0.108
268500,0.162
268506,0.05
268522,0.014
268530,0.156
268540,0.214
268542,0.024
268559,0.08
268567,0.076
268584,0.19
268586,0.032
268593,0.046
268601,0.032
268605,0.138
268607,0.064
268610,0.068
268611,0.086
268612,0.014
268613,0.134
268614,0.256
268617,0.262
268618,0.09
268619,0.034
268620,0.062
268621,0.012
268622,0.09
268624,0.084
268626,0.038
268627,0.14
268630,0.036
268631,0.024
268632,0.03
268633,0.034
268634,0.026
268635,0.086
268636,0.058
268637,0.128
268638,0.166
268639,0.016
268640,0.06
268641,0.012
268642,0.032
268643,0.058
268644,0.04
268646,0.052
268648,0.032
268650,0.038
268651,0.044
268655,0.06
268656,0.03
268657,0.036
268659,0.03
268660,0.036
268661,0.03
268662,0.068
268663,0.01
268664,0.088
268665,0.08
268666,0.066
268667,0.024
268669,0.034
268670,0.222
268671,0.192
268673,0.046
268674,0.054
268675,0.078
268678,0.056
268680,0.068
268681,0.112
268682,0.1
268684,0.064
268686,0.068
268687,0.02
268688,0.082
268689,0.09
268690,0.052
268691,0.104
268695,0.008
268696,0.036
268697,0.03
268700,0.058
268702,0.042
268703,0.032
268704,0.02
268705,0.03
268706,0.122
268708,0.024
268709,0.034
268710,0.052
268712,0.064
268713,0.054
268715,0.018
268716,0.12
268717,0.038
268719,0.012
268720,0.064
268721,0.086
268722,0.082
268723,0.016
268725,0.028
268726,0.104
268727,0.014
268728,0.072
268729,0.026
268730,0.032
268731,0.044
268732,0.018
268735,0.026
268738,0.148
268739,0.036
268740,0.026
268741,0.168
268742,0.042
268743,0.062
268744,0.024
268745,0.174
268750,0.024
268751,0.02
268753,0.18
268754,0.032
268755,0.176
268757,0.036
268759,0.108
268762,0.082
268765,0.022
268766,0.03
268768,0.162
268769,0.106
268770,0.078
268771,0.08
268772,0.09
268773,0.194
268775,0.052
268776,0.048
268777,0.01
268778,0.15
268780,0.074
268783,0.038
268784,0.094
268785,0.046
268787,0.018
268788,0.032
268789,0.02
268791,0.072
268792,0.146
268793,0.014
268794,0.02
268795,0.024
268797,0.06
268798,0.054
268800,0.036
268802,0.14
268803,0.052
268805,0.056
268807,0.196
268808,0.04
268810,0.128
268811,0.176
268812,0.024
268813,0.028
268816,0.03
268818,0.05
268819,0.074
268820,0.108
268821,0.048
268823,0.058
268825,0.014
268826,0.018
268830,0.014
268831,0.094
268832,0.02
268834,0.198
268835,0.11
268836,0.044
268837,0.058
268838,0.24
268839,0.102
268840,0.02
268841,0.006
268842,0.026
268843,0.032
268844,0.112
268846,0.032
268847,0.048
268848,0.026
268849,0.216
268851,0.084
268852,0.042
268854,0.156
268855,0.146
268856,0.054
268857,0.022
268858,0.066
268860,0.024
268861,0.028
268862,0.056
268863,0.034
268864,0.012
268865,0.036
268866,0.28
268867,0.046
268868,0.056
268869,0.072
268870,0.034
268871,0.242
268872,0.046
268873,0.038
268874,0.238
268875,0.076
268876,0.1
268877,0.014
268878,0.03
268880,0.022
268881,0.028
268882,0.016
268883,0.086
268884,0.064
268885,0.036
268886,0.07
268887,0.074
268888,0.02
268889,0.028
268890,0.24
268891,0.19
268892,0.038
268893,0.09
268895,0.052
268896,0.046
268897,0.212
268898,0.144
268899,0.12
268901,0.06
268902,0.092
268904,0.034
268906,0.052
268908,0.158
268909,0.18
268910,0.116
268915,0.022
268918,0.034
268919,0.132
268920,0.212
268921,0.02
268922,0.102
268923,0.02
268924,0.044
268925,0.068
268926,0.018
268927,0.244
268928,0.068
268929,0.01
268931,0.146
268932,0.154
268933,0.178
268936,0.24
268937,0.052
268939,0.074
268940,0.054
268941,0.206
268942,0.308
268943,0.206
268945,0.066
268949,0.042
268951,0.02
268952,0.284
268954,0.034
268955,0.058
268956,0.018
268957,0.054
268959,0.134
268960,0.076
268961,0.044
268962,0.114
268963,0.088
268964,0.24
268965,0.192
268966,0.05
268967,0.032
268968,0.046
268969,0.152
268970,0.138
268971,0.144
268972,0.016
268973,0.068
268976,0.08
268977,0.054
268978,0.124
268979,0.098
268980,0.124
268981,0.048
268984,0.128
268985,0.054
268986,0.106
268987,0.042
268988,0.104
268990,0.14
268991,0.078
268992,0.218
268993,0.06
268994,0.062
268995,0.038
268996,0.026
268998,0.06
268999,0.058
269000,0.068
269002,0.098
269003,0.024
269004,0.098
269006,0.034
269007,0.036
269010,0.036
269011,0.1
269013,0.08
269014,0.176
269015,0.006
269018,0.19
269019,0.126
269020,0.12
269021,0.086
269022,0.05
269023,0.078
269024,0.332
269025,0.048
269026,0.06
269027,0.09
269029,0.112
269030,0.016
269032,0.014
269033,0.008
269035,0.086
269036,0.046
269037,0.154
269039,0.018
269040,0.03
269042,0.08
269044,0.062
269047,0.072
269049,0.056
269051,0.108
269053,0.04
269054,0.08
269055,0.228
269057,0.028
269061,0.02
269062,0.04
269064,0.132
269066,0.076
269068,0.072
269069,0.052
269070,0.038
269071,0.03
269072,0.032
269073,0.032
269074,0.06
269075,0.154
269076,0.038
269077,0.03
269078,0.376
269079,0.042
269081,0.156
269084,0.144
269085,0.028
269086,0.088
269087,0.026
269088,0.09
269089,0.026
269090,0.08
269091,0.054
269092,0.04
269093,0.01
269094,0.016
269095,0.14
269096,0.044
269097,0.052
269099,0.108
269100,0.34
269101,0.064
269102,0.03
269103,0.108
269104,0.066
269106,0.088
269107,0.024
269108,0.034
269109,0.186
269110,0.036
269111,0.056
269112,0.034
269113,0.236
269114,0.026
269115,0.106
269116,0.032
269118,0.112
269119,0.172
269120,0.08
269121,0.06
269122,0.024
269124,0.05
269125,0.034
269126,0.046
269127,0.138
269129,0.1
269131,0.114
269133,0.036
269134,0.058
269135,0.154
269137,0.036
269138,0.02
269139,0.028
269140,0.1
269141,0.094
269144,0.088
269145,0.052
269146,0.102
269147,0.112
269148,0.08
269150,0.01
269151,0.042
269152,0.036
269153,0.06
269154,0.04
269155,0.074
269156,0.07
269157,0.04
269158,0.04
269159,0.102
269161,0.054
269163,0.066
269164,0.288
269165,0.014
269167,0.006
269169,0.012
269171,0.062
269173,0.036
269174,0.056
269176,0.196
269177,0.14
269178,0.086
269179,0.228
269180,0.068
269181,0.024
269182,0.056
269183,0.04
269184,0.076
269185,0.042
269186,0.016
269187,0.112
269188,0.086
269190,0.024
269191,0.058
269192,0.264
269195,0.068
269196,0.054
269198,0.058
269200,0.176
269201,0.102
269203,0.036
269206,0.06
269207,0.08
269208,0.042
269209,0.08
269210,0.084
269212,0.028
269213,0.032
269214,0.02
269215,0.026
269216,0.088
269218,0.024
269219,0.076
269220,0.024
269221,0.066
269223,0.146
269225,0.044
269230,0.042
269231,0.044
269233,0.116
269234,0.118
269235,0.042
269237,0.126
269238,0.072
269239,0.142
269240,0.104
269241,0.03
269242,0.07
269243,0.028
269244,0.322
269246,0.094
269247,0.046
269248,0.086
269252,0.116
269253,0.03
269254,0.06
269258,0.108
269259,0.14
269260,0.062
269264,0.134
269265,0.056
269268,0.044
269269,0.124
269270,0.098
269271,0.052
269274,0.07
269277,0.064
269278,0.098
269280,0.024
269281,0.05
269282,0.07
269285,0.042
269287,0.134
269288,0.148
269289,0.034
269290,0.074
269291,0.102
269292,0.076
269294,0.06
269295,0.032
269296,0.07
269297,0.096
269298,0.16
269299,0.054
269301,0.174
269302,0.076
269303,0.048
269304,0.046
269306,0.02
269307,0.228
269308,0.024
269310,0.078
269311,0.048
269312,0.042
269313,0.02
269314,0.188
269316,0.088
269318,0.204
269319,0.036
269321,0.218
269322,0.068
269324,0.084
269325,0.038
269327,0.06
269328,0.11
269329,0.092
269330,0.058
269331,0.074
269332,0.076
269334,0.01
269335,0.036
269336,0.038
269337,0.018
269338,0.066
269339,0.058
269342,0.244
269343,0.284
269344,0.028
269348,0.174
269349,0.244
269350,0.112
269351,0.016
269353,0.272
269354,0.036
269355,0.068
269357,0.04
269358,0.108
269359,0.184
269360,0.164
269361,0.062
269362,0.068
269363,0.036
269364,0.072
269365,0.022
269367,0.072
269368,0.318
269369,0.17
269370,0.05
269371,0.038
269374,0.014
269375,0.032
269376,0.09
269379,0.154
269380,0.03
269381,0.028
269382,0.01
269383,0.178
269384,0.032
269385,0.138
269386,0.028
269388,0.05
269390,0.23
269391,0.062
269393,0.06
269395,0.062
269396,0.016
269397,0.036
269398,0.102
269399,0.078
269400,0.084
269401,0.106
269403,0.028
269404,0.094
269405,0.06
269406,0.03
269407,0.104
269409,0.016
269412,0.154
269413,0.032
269414,0.04
269415,0.268
269416,0.146
269419,0.108
269420,0.1
269424,0.038
269425,0.034
269426,0.06
269429,0.154
269430,0.012
269431,0.02
269432,0.042
269433,0.024
269434,0.082
269435,0.09
269437,0.118
269438,0.062
269439,0.184
269441,0.034
269442,0.08
269444,0.106
269445,0.062
269446,0.018
269447,0.146
269448,0.076
269449,0.176
269450,0.14
269451,0.08
269454,0.074
269455,0.062
269456,0.05
269457,0.042
269458,0.05
269459,0.07
269460,0.11
269461,0.09
269463,0.056
269464,0.15
269465,0.234
269466,0.158
269467,0.06
269468,0.01
269469,0.02
269470,0.046
269471,0.07
269472,0.11
269473,0.22
269475,0.048
269476,0.092
269477,0.064
269478,0.048
269479,0.042
269480,0.012
269483,0.044
269485,0.036
269486,0.084
269487,0.06
269490,0.062
269492,0.18
269494,0.114
269497,0.08
269498,0.198
269499,0.106
269500,0.084
269501,0.058
269505,0.348
269506,0.106
269507,0.048
269508,0.076
269509,0.028
269511,0.05
269512,0.022
269513,0.02
269514,0.036
269516,0.03
269517,0.004
269518,0.014
269519,0.024
269520,0.024
269521,0.032
269524,0.074
269526,0.094
269528,0.018
269529,0.178
269530,0.112
269531,0.026
269532,0.052
269533,0.034
269535,0.04
269538,0.068
269540,0.12
269541,0.08
269542,0.028
269543,0.158
269545,0.044
269546,0.058
269547,0.016
269548,0.026
269550,0.154
269551,0.114
269552,0.078
269553,0.176
269554,0.124
269555,0.046
269556,0.094
269557,0.27
269559,0.034
269560,0.016
269561,0.04
269562,0.066
269563,0.024
269564,0.02
269565,0.026
269566,0.018
269567,0.092
269568,0.034
269569,0.03
269570,0.2
269572,0.026
269574,0.014
269575,0.048
269577,0.066
269578,0.122
269579,0.134
269581,0.016
269582,0.064
269583,0.048
269584,0.048
269585,0.174
269586,0.034
269588,0.178
269590,0.064
269591,0.042
269594,0.198
269596,0.028
269597,0.13
269598,0.358
269599,0.034
269600,0.026
269602,0.068
269603,0.022
269604,0.026
269606,0.084
269607,0.064
269608,0.028
269609,0.052
269612,0.02
269614,0.194
269616,0.036
269617,0.032
269619,0.126
269621,0.048
269622,0.124
269624,0.048
269625,0.036
269626,0.118
269627,0.172
269628,0.034
269629,0.218
269630,0.016
269631,0.24
269632,0.036
269636,0.042
269638,0.03
269639,0.022
269640,0.062
269641,0.066
269643,0.09
269644,0.234
269645,0.13
269647,0.034
269648,0.048
269649,0.084
269650,0.094
269651,0.036
269653,0.27
269654,0.068
269657,0.03
269658,0.082
269659,0.04
269660,0.236
269662,0.126
269664,0.024
269670,0.076
269671,0.022
269672,0.036
269674,0.056
269675,0.05
269676,0.066
269677,0.082
269679,0.082
269680,0.09
269681,0.022
269682,0.058
269683,0.038
269684,0.054
269686,0.096
269687,0.042
269688,0.066
269690,0.056
269691,0.068
269692,0.042
269694,0.054
269695,0.022
269696,0.042
269697,0.038
269698,0.066
269699,0.03
269700,0.056
269703,0.286
269706,0.06
269707,0.08
269708,0.034
269709,0.09
269710,0.02
269711,0.134
269712,0.098
269713,0.016
269714,0.148
269715,0.074
269716,0.04
269717,0.026
269719,0.064
269720,0.014
269721,0.092
269722,0.028
269723,0.032
269724,0.02
269726,0.082
269728,0.144
269729,0.096
269730,0.052
269731,0.096
269733,0.04
269734,0.044
269735,0.056
269737,0.174
269739,0.054
269745,0.138
269746,0.082
269747,0.206
269748,0.026
269751,0.046
269752,0.192
269753,0.076
269754,0.234
269756,0.022
269759,0.1
269760,0.062
269761,0.166
269762,0.124
269763,0.028
269766,0.016
269767,0.058
269769,0.074
269770,0.048
269771,0.042
269772,0.066
269773,0.112
269774,0.09
269778,0.034
269779,0.012
269780,0.022
269781,0.034
269782,0.068
269783,0.066
269784,0.064
269785,0.026
269786,0.098
269787,0.088
269788,0.104
269790,0.016
269791,0.074
269792,0.066
269793,0.07
269795,0.096
269796,0.162
269798,0.15
269799,0.012
269801,0.286
269802,0.074
269803,0.13
269804,0.034
269805,0.044
269806,0.052
269808,0.026
269809,0.022
269810,0.052
269811,0.014
269812,0.152
269814,0.034
269815,0.258
269817,0.044
269818,0.136
269820,0.014
269821,0.006
269822,0.188
269823,0.034
269824,0.118
269825,0.038
269826,0.132
269827,0.026
269829,0.028
269831,0.3
269833,0.04
269834,0.038
269836,0.03
269837,0.092
269839,0.066
269840,0.066
269841,0.012
269842,0.064
269843,0.058
269845,0.174
269846,0.236
269847,0.084
269849,0.032
269850,0.036
269851,0.04
269852,0.246
269853,0.05
269854,0.04
269855,0.082
269856,0.058
269857,0.062
269858,0.06
269859,0.032
269860,0.03
269861,0.06
269862,0.098
269863,0.012
269864,0.15
269865,0.122
269866,0.024
269867,0.042
269868,0.012
269870,0.072
269872,0.082
269873,0.06
269876,0.032
269879,0.018
269880,0.078
269881,0.016
269883,0.054
269884,0.074
269885,0.058
269886,0.038
269888,0.014
269889,0.07
269890,0.112
269891,0.084
269892,0.066
269893,0.11
269894,0.054
269895,0.038
269896,0.064
269897,0.014
269899,0.13
269900,0.024
269901,0.076
269903,0.038
269905,0.028
269906,0.12
269907,0.026
269908,0.122
269909,0.026
269911,0.14
269912,0.046
269914,0.01
269915,0.036
269916,0.142
269917,0.072
269918,0.036
269919,0.072
269920,0.034
269921,0.366
269922,0.19
269923,0.086
269924,0.092
269926,0.08
269927,0.044
269928,0.084
269930,0.026
269932,0.206
269933,0.072
269935,0.022
269937,0.156
269939,0.038
269940,0.056
269942,0.248
269943,0.042
269945,0.076
269947,0.072
269948,0.056
269949,0.078
269951,0.146
269956,0.144
269957,0.288
269959,0.068
269961,0.264
269962,0.06
269965,0.084
269967,0.028
269968,0.034
269969,0.074
269970,0.038
269971,0.056
269972,0.056
269973,0.208
269979,0.02
269980,0.06
269981,0.026
269982,0.04
269983,0.112
269984,0.046
269985,0.036
269986,0.046
269987,0.082
269988,0.03
269990,0.118
269991,0.048
269992,0.022
269994,0.038
269995,0.124
269999,0.086
270000,0.026
270002,0.042
270003,0.052
270005,0.014
270006,0.076
270008,0.044
270010,0.078
270011,0.028
270012,0.03
270013,0.032
270015,0.176
270017,0.018
270018,0.056
270019,0.008
270021,0.078
270022,0.038
270024,0.086
270025,0.07
270026,0.012
270027,0.102
270030,0.036
270032,0.026
270034,0.056
270035,0.034
270036,0.172
270038,0.144
270039,0.026
270041,0.058
270042,0.038
270043,0.156
270044,0.126
270045,0.082
270046,0.05
270047,0.056
270049,0.082
270050,0.038
270051,0.082
270052,0.1
270054,0.036
270055,0.066
270056,0.124
270057,0.01
270058,0.06
270059,0.088
270063,0.046
270064,0.05
270065,0.142
270067,0.064
270068,0.064
270069,0.072
270070,0.028
270072,0.09
270075,0.076
270076,0.06
270077,0.186
270078,0.048
270079,0.168
270080,0.016
270082,0.212
270083,0.13
270084,0.03
270085,0.052
270086,0.134
270088,0.042
270089,0.07
270091,0.026
270092,0.11
270093,0.1
270094,0.108
270097,0.152
270099,0.028
270101,0.056
270102,0.038
270103,0.25
270104,0.098
270105,0.048
270106,0.026
270107,0.016
270109,0.068
270110,0.09
270112,0.024
270115,0.048
270117,0.11
270119,0.322
270123,0.052
270124,0.11
270125,0.098
270126,0.122
270128,0.028
270129,0.044
270130,0.114
270132,0.174
270133,0.02
270134,0.03
270135,0.038
270136,0.048
270138,0.086
270139,0.142
270140,0.028
270144,0.062
270145,0.066
270147,0.044
270149,0.038
270150,0.038
270151,0.024
270153,0.068
270154,0.11
270155,0.03
270156,0.032
270157,0.1
270158,0.048
270159,0.13
270160,0.07
270161,0.096
270162,0.018
270163,0.036
270164,0.012
270168,0.042
270169,0.046
270171,0.088
270172,0.104
270173,0.024
270174,0.036
270175,0.088
270176,0.028
270178,0.078
270180,0.054
270181,0.218
270182,0.144
270183,0.03
270184,0.01
270186,0.108
270187,0.092
270189,0.106
270191,0.116
270193,0.052
270194,0.064
270195,0.018
270196,0.1
270198,0.052
270200,0.022
270202,0.036
270203,0.126
270205,0.082
270206,0.014
270207,0.064
270209,0.064
270210,0.206
270211,0.038
270212,0.136
270213,0.152
270214,0.07
270215,0.042
270216,0.038
270217,0.256
